"ARPT_ID","ARPT_NAME","x","y"
"LL77","HERRENS BESS HOLLOW AIRFIELD",-90.6997222198045,39.3049999999531
"IL85","OAKFIELD",-88.5702777702228,41.8463888801685
"3KK","KANKAKEE",-87.9167099998212,41.100032220034
"IKK","GREATER KANKAKEE",-87.8462777696329,41.0713888802149
"IL78","BENOIT",-87.7922013796215,41.1311180500508
"12IL","HAWKER",-88.0167161103475,41.200031659723
"IL39","PERRY",-87.8445777699414,39.4802555500775
"EZI","KEWANEE MUNI",-89.9638611103415,41.2051944398862
"32IS","BAKER",-91.0095797196385,40.1353241598191
"00IS","HAYENGA'S CANT FIND FARMS",-89.1228647202856,40.0255949997448
"16IL","HAROLD BUNGER",-88.8350277703349,42.049830550177
"IS59","ROTSTEIN",-88.9241666599336,42.1338888802479
"C75","MARSHALL COUNTY",-89.3857777698463,41.0188333298247
"6IL6","KINGFIELD",-90.2650749998505,40.9266416601801
"IS55","MORTON",-90.9423602700464,40.5908744399761
"5IS4","CORMAN ACRES",-88.7795155500044,39.7661463800373
"35IL","7TH HEAVEN",-89.2027777699825,41.533888879857
"1IS4","SWAN VALLEY FARM",-89.824563610061,42.1344674998655
"6IL4","FOXFIELD AERODROME",-89.8862333298116,42.1603000001831
"IL27","SUGAR HOLLOW",-88.831666659919,40.129999999762
"0LL4","FLAHERTY FLD",-89.1231391600965,41.4192002697635
"LWV","LAWRENCEVILLE-VINCENNES INTL",-87.6055000000887,38.7642777696573
"IS34","PIPER'S LANDING",-87.6333577703489,38.7067136098303
"IL16","KLEIN-ONEAL",-87.5443666599026,38.6859472198079
"48LL","ROCK CUT FARMS",-89.4589997199461,42.1253036102488
"96IL","GERBICK",-89.8459541597575,42.3750138802388
"34IL","G BRAY",-90.1084516603458,40.3625419399754
"IL64","MARTIN",-89.5001022202126,40.180600830005
"37IL","MINDER",-89.3250941604275,40.1333761097133
"AAA","LOGAN COUNTY",-89.3350277703651,40.1586944403276
"2LL3","MILLER",-89.2721444401404,40.0664833302058
"3LF","LITCHFIELD MUNI",-89.6746388800692,39.1624999997735
"IL65","M A M TRAIL",-90.7084708297116,41.0050372197208
"IS00","JAY SCHERTZ FARM",-89.2745294402703,40.8417022200626
"9IL6","WEISHAUPT",-89.3673141604159,40.5130941597242
"1IL9","HOLLAND FLD",-89.1244444400521,40.3005555498378
"3LL8","MC LEANSBORO",-88.5375519396064,38.074214440221
"LL27","BLYTHE FLD",-90.623499999962,40.454207770118
"MQB","MACOMB MUNI",-90.6523888798615,40.5200833299331
"IL45","PALMER FLYING SERVICE INC",-89.7780808300633,40.4893447200131
"04IS","VAN GORDER",-88.5689525000572,40.1786447200776
"LL24","SUNSET ACRES",-87.7853186100855,41.2069769398736
"19LL","NEINER",-87.9194913797736,41.2569763801025
"58IL","SPANGLER",-87.8594886097968,41.2383655501182
"59IL","RUDER",-88.6467944398491,41.9260305497674
"62IL","FERRIS FLD",-88.6042580496244,42.1861344398199
"63IL","EMERICK",-88.5945352697924,42.1833566599013
"64IL","WALPOLE",-88.6667616601819,42.2416886100984
"IS57","WIND ROSE FARM",-88.6327777695528,42.1797455500081
"37IS","HILBERT",-88.6055555501697,42.332222219696
"66IL","AEROGRANGE",-88.571295830036,42.2687388802762
"MWA","VETERANS AIRPORT OF SOUTHERN ILLINOIS",-89.01108333042,37.7549722202461
"3LL1","HERSCHEL HUNTER",-89.7042641602111,38.2222708301821
"67IL","MITCHELL",-88.6462624997587,41.3582416602632
"69IL","DAVID GILLESPIE",-88.679239720314,41.3653102697021
"3LL3","KIBLER",-87.6444702699766,39.4461466596617
"MTO","COLES COUNTY MEML",-88.2799722202269,39.477888879942
"5IL5","HOPE FLD",-88.3565361097962,41.2599249997491
"IL97","HARFORD",-88.4441916598752,41.2736833300501
"81LL","OTTERBACH FARM",-89.1736980501875,41.5691994397619
"IL22","GRANDPA'S FARM MENDOTA",-89.1326930503669,41.5218763802864
"M30","METROPOLIS MUNI",-88.7506666604064,37.1829444402149
"68IL","STICHNOTH",-87.5622222203785,40.6136111101598
"1IL4","FLIGHT PARK INC",-90.1316638802507,38.4191819400702
"81IL","ILLINOIS VALLEY PARACHUTE CLUB",-89.3592597200514,40.4353172199208
"4IS6","HATTAN FARMS",-89.1206366603274,40.930589439959
"83IL","OLTMAN-SHUCK",-89.103968880168,40.8928116601606
"87IL","BUSHBY",-88.2667313799258,41.5166969401148
"37LL","DALE CURTEN FARM",-89.997054160127,38.0478294398169
"MLI","QUAD CITIES INTL",-90.5077699996881,41.4482091597446
"C56","BULT FLD",-87.6797500001659,41.3774166600688
"03IL","WIX",-87.8167133296903,41.4022552696963
"2IL9","MEADOW CREEK",-87.78135276999,41.4333416597208
"C66","MONMOUTH MUNI",-90.6311072203505,40.9297044399402
"1LL4","NORFLEET",-88.7119277695862,39.9769305500717
"C09","MORRIS MUNI - JAMES R WASHBURN FLD",-88.4186666598976,41.4247500002261
"IL68","NETTLE CREEK LANDINGS",-88.5224722200709,41.4320666597833
"4IL5","FRANK'S FLYING SERVICE",-90.0051177695956,41.725029720149
"LL39","CURANDA",-88.4777777702082,41.257499999948
"4LL9","ALAN B JANSSEN",-89.4237011098644,39.3436594402177
"AJG","MOUNT CARMEL MUNI",-87.7266944396595,38.6065277698411
"5LL0","BECKERMAN FLD",-87.8375299996506,38.4083805497037
"LL07","HERB TAUTZ",-89.9695680498493,42.0639130502904
"C55","OGLE COUNTY",-89.3928852700186,42.0372508299026
"I63","MOUNT STERLING MUNI",-90.8041388796111,39.9853888801678
"MVN","MOUNT VERNON",-88.8585000004123,38.3233611102549
"5LL1","HILVETY",-88.9750775000714,39.6500380499695
"5LL2","KROENLEIN",-88.8533210196616,39.6102632198489
"LL09","AIR ESTATES INC",-88.0945238800226,42.2805783298165
"5LL3","MAYHALL",-88.0953169397049,39.7694777701561
"4IL8","RENDLEMAN",-89.3833055495905,37.7563194403148
"IL29","YATES",-90.2155805495908,39.533005549792
"LL10","NAPER AERO CLUB",-88.2027500003017,41.7362777696921
"9IS0","CEDAR RIDGE",-91.330706379896,40.5430980499735
"06IS","SINELE STRIP",-91.2743158299997,40.5464316597094
"38IS","WINCHESTER",-91.3584849995965,40.5819858296891
"6LL0","WILLIAMSON",-88.4252666604435,39.3202888799129
"0C8","CUSHING FLD LTD",-88.6056288796463,41.5194750001612
"IS41","VOGEN",-88.592016659637,41.4608644402867
"LL26","SCHALLER",-89.8709358299051,38.2750491596942
"3LL6","BICKEL",-89.7697222201436,38.3350000002817
"6LL4","WILDY FLD",-89.8917699999455,38.2675491598075
"83LL","LINDAUER",-89.8551016602782,38.3036111100478
"6LL5","SMITH",-89.9912222200474,39.7894930502957
"IL24","BILLS LAST RESORT RLA",-89.8830555502738,39.7074999996667
"69LL","MAAS AIRSTRIP",-91.0487580501261,41.2869744398571
"6LL6","FISCHER'S",-89.6634266602585,38.4917158298658
"7LL3","JASPER COUNTY FLYING CLUB",-88.1569833302991,38.9317108301134
"6IL7","KLEINIK",-89.2562541599442,39.3830236102846
"OLY","OLNEY-NOBLE",-88.1764327697869,38.7218272197596
"8N2","SKYDIVE CHICAGO",-88.7939166597164,41.3997777702775
"5K1","ZELMER MEML AIRPARK INC",-89.9912175002989,39.4200475002765
"PRG","EDGAR COUNTY",-87.6707777699403,39.6996666597863
"3IS5","HOLMES SOUTHEAST",-89.5987072203054,39.6844952703436
"LL54","DUNN",-89.0299999997741,41.7194444400252
"1C1","PAXTON",-88.1277380500988,40.4489788801448
"LL32","C D MAULDING",-88.0750411103428,40.4500347200897
"88LL","BLOCK",-89.8381755497959,42.1916880501386
"IS19","CARLSON",-89.3236111101653,42.335277769819
"IS78","EARLY - MERKEL FLD",-89.235090269567,42.3662644399569
"8IL5","O'CONNOR FLD",-89.3541666595643,42.3680555499141
"C15","PEKIN MUNI",-89.6758888803972,40.4881944403243
"3MY","MOUNT HAWLEY AUXILIARY",-89.6134722195727,40.7958055498369
"PIA","GENERAL DOWNING - PEORIA INTL",-89.6932500000558,40.6641944398136
"6IL0","HOERR RLA",-89.6657166599538,40.7905833302623
"VYS","ILLINOIS VALLEY RGNL-WALTER A DUNCAN FLD",-89.1529444401634,41.3501388797234
"89IL","DEAN SCHWENK",-88.3048333301752,39.9168888799232
"24LL","LAMBERT",-89.4589794395802,38.0861619400058
"PJY","PINCKNEYVILLE/DU QUOIN",-89.3604488801801,37.9778841598091
"5IL2","PANTHER FLD",-89.3874347195744,38.0645986096583
"LL46","READ",-88.152824160178,40.8353119399543
"PPQ","PITTSFIELD PENSTONE MUNI",-90.7785589701118,39.6388900799211
"LL51","RUFFATTO FLD",-88.2736777699469,41.6041963798212
"LL53","OLSON",-88.4581430495998,42.0084069400689
"23IS","CLARK",-90.8276322200977,40.3258766598402
"3LL9","COMPTON",-89.6088888802458,38.8041666600424
"LL55","GENTRY",-89.559833329766,41.9908633297666
"00IL","HAMMER",-89.5603883296098,41.9783633298048
"PNT","PONTIAC MUNI",-88.6239444404297,40.924444439675
"70LL","ADAMS NUMBER 1",-88.7500669397328,40.9416997201377
"71LL","RIVERODE FARMS",-88.5597808303637,40.8425333296893
"2LL7","ADAMS NUMBER 2",-88.737555550307,40.9347222197795
"IS66","RHEA",-91.2015355500841,40.5922644400326
"C77","POPLAR GROVE",-88.8363055501647,42.3228611101348
"72LL","FOLEY",-89.344533330375,41.3736466600995
"LL64","RALPH E DANIELS",-89.394534160062,41.1994808302572
"88IS","BLICKHAN LNDG AREA",-91.3820936101037,40.008379439909
"UIN","QUINCY RGNL-BALDWIN FLD",-91.192404440224,39.9422752697213
"IS24","HARRIS",-89.0816666599341,39.0777777697241
"TIP","RANTOUL NTL AVN CNTR-FRANK ELLIOTT FLD",-88.1423888797817,40.2935555501361
"91LS","DUCLOS",-90.0372222202586,38.2088888797438
"86IS","MICHAEL PFISTER",-89.2580111101298,40.7793638802156
"RSV","CRAWFORD COUNTY",-87.6497777700001,39.0160277699114
"RPJ","ROCHELLE MUNI/KORITZ FLD",-89.0796111097481,41.8926388800583
"LL74","MAPLE HURST FARMS",-89.0487088798198,42.0083611101786
"IS93","SUE ROCK INTL",-89.4992827698239,42.4425138802797
"LL91","HILLMAN",-89.4528927696254,42.4158483297187
"LL78","LZ FAIRWINDS",-89.1509413803361,42.3116852698959
"LL79","SEVERSON",-89.1306650003068,42.3930722199894
"LL80","DARRINGTON",-89.1612208299801,42.3819611100973
"LL81","LATHAM PARK AERO ESTATES",-89.0704124995793,42.3756291602773
"RFD","CHICAGO/ROCKFORD INTL",-89.0972222197706,42.1953611098391
"1C8","COTTONWOOD",-89.1362183296976,42.2916858301305
"LL87","COMPASS ROSE",-88.9028838802234,42.4555722197506
"LL89","BLACKHAWK FARMS RACEWAY LLC",-89.10788860974,42.4872366598287
"LL90","MC CURDY STRIP",-88.9001058303258,42.4458502699275
"95IL","HENDERSON",-88.4000402703478,37.486161110072
"94IS","ADAMS PVT",-89.1408194403958,37.9016805500089
"5K4","SCHUY-RUSH",-90.590405269886,40.1175466596777
"4IL4","KUEBLER",-88.816111109964,39.0563888802926
"IL48","ST LOUIS METRO-EAST/SHAFER FLD",-89.8065672197997,38.7329086097148
"94IL","FURFARO RLA",-89.7818611096621,38.6930000001903
"9IL2","ROUTH",-88.0264258295736,40.0650338802278
"0LL5","BUSBOOM",-88.0783733300409,40.1100333297261
"SLO","SALEM-LECKRONE",-88.9641852700463,38.6428722201531
"IS65","WOODLAKE LANDING",-88.6445208299162,41.6383633297058
"0LL6","GORD",-88.6075772203946,41.6983627698816
"SFY","TRI-TOWNSHIP",-90.1079444400953,42.045833330158
"1LL2","SPRING BROOK",-88.6356274996202,41.3005888801447
"7IL9","FRIENDS FLD",-88.7050694396158,41.481494440283
"4IS7","LITCHFIELD",-88.3995008302231,40.0730875000137
"2IL0","WOODLEY NORTH",-89.6769444403819,42.1813888800341
"1LL7","EDWIN G BENNETT",-89.7731572196866,41.3497580499113
"2H0","SHELBY COUNTY",-88.845522220064,39.411302770057
"1LL8","ZOOMER FLD",-87.5583616601393,40.788925000072
"2LL1","CWIAN FLD",-88.6889638799584,41.5416974997814
"2LL2","WEIHLER",-90.5520786096615,41.31475693988
"80IL","LOEPPERT CPL AERO",-89.2250833301527,42.4515805498027
"96IS","HILDRETH AIR PARK",-87.8441750004023,39.8725847200468
"2LL9","GEORGE",-88.6931347200933,41.7041963801657
"49IL","WALNUT CREEK",-88.6916666600183,41.5933333299035
"3LL0","MILLER",-89.0959438802903,42.4916811100629
"4IS8","LEIGH FARM",-89.5501030498996,40.0217152698897
"SAR","SPARTA COMMUNITY-HUNTER FLD",-89.69850387964,38.1488636097878
"SPI","ABRAHAM LINCOLN CAPITAL",-89.6775466601686,39.8446136097764
"3LL4","PILLOW HILL",-88.2014761101771,42.4472416597799
"IS33","WILLHOIT",-89.8406527700745,39.0456019400122
"SQI","WHITESIDE COUNTY/JOS H BITTORF FLD",-89.6762777700669,41.7428333298526
"LL38","STUTZKE",-89.8383333298924,41.8102777700846
"4LL0","RANKEN",-89.0934194400688,41.8360694399759
"4LL1","STATON",-89.0875947197491,41.8541961099563
"9IL4","HEP CATS",-89.048055550385,41.8072222200519
"IL53","DURIN",-89.0300972199457,41.7858291599637
"4IL3","THRIFTY ACRES",-89.2284391602714,42.1428019401843
"99IL","PROVIDENCE PLACE FLD",-89.9574999996774,42.2866666599545
"84IL","BUD PIERCE MEML",-89.9233194399849,42.3431111102447
"IS54","MC CHRISTY",-89.1457444395679,39.6446944401176
"LL52","WILTS",-88.9391111102553,41.1611388800114
"54IL","ROTHROCK",-88.8020174998619,41.1286444403097
"85IL","DURBIN",-88.6192972201063,39.6372444396863
"IS08","CURLESS",-90.2367880495818,40.262821940135
"4LL7","WILLADAE FARMS",-88.6667536103786,42.0000280499688
"4LL8","COLONIAL ACRES",-88.6459197197143,42.0028055500104
"TAZ","TAYLORVILLE MUNI",-89.3307069097811,39.5325854998785
"56IS","LIANNIMAL'S LANDING",-88.0828186099867,40.2430897196983
"IS56","HERREN",-90.8854102700525,40.088102500131
"53IL","STEIL",-89.4522222203849,41.2313888803249
"15LL","CLOVERLEAF RANCH",-89.5366666598358,41.237499999945
"5LL5","GORDON BROWN",-89.8839986097439,40.7014263796793
"K96","TUSCOLA",-88.3064458303647,39.7811972200757
"5LL7","FUNNY FARM",-88.5200555498357,42.2104763801365
"55LL","SKY SOARING",-88.5114763801575,42.1541905503321
"5LL8","HUGH VAN VOORST",-88.1400519404179,41.1122541602591
"6IS0","DAY AERO-PLACE",-88.128653879836,40.0950327703287
"C16","FRASCA FLD",-88.1984875796185,40.1463997701481
"27LL","SULLIVAN FLD",-90.3206583299206,38.3733916597372
"VLA","VANDALIA MUNI",-89.1661894396643,38.9914658302293
"6LL2","YOUNG",-90.5573561104461,41.1644802700746
"25IL","HOLZWARTH FLYING SERVICE",-89.8696736097943,39.5164458296628
"IL83","FISCH",-89.5990277697415,41.5995833299533
"6IL9","GELDEAN",-89.6310522200385,41.5139952697603
"5IL8","WOODLEY 2",-89.6555555498738,41.5224999999555
"LL34","THORP",-88.9227777701812,40.2191666602638
"IL76","WILT",-89.5525000003177,41.5337500000699
"95IS","JAN KNIPE",-91.3888888801378,40.3705555498372
"56LL","WADE",-88.7711933299385,41.7550294398442
"98LL","BRADEN FARMS",-87.7836455499711,40.7992016598115
"IS02","DIETCHWEILER",-87.7917008302604,40.7783683300079
"2T2","PERCIVAL SPRINGS",-88.5392777703539,39.0144444398684
"3IS7","FOOTE",-89.0959152698469,41.086952769881
"7LL7","DELHOTAL",-89.172314439834,41.7361425000367
"3LS7","BOCK FARMS",-89.5116666595648,39.9863888797936
"20IS","MITEK",-89.7917872195655,42.4972313799632
"2C6","TRI-COUNTY",-90.0744166600686,40.7740000001296
"IL02","HERBERT C MAAS",-87.9084094399335,42.4722424997034
"FJDG","DIEGO GARCIA NSF",72.412133880216,-7.313234160081
"0II0","CHUCK'S",-85.2533030502638,40.260042499661
"II77","FINNEY'S AIRPARK",-85.2605255500639,40.2594869396674
"I99","ALEXANDRIA",-85.6375305498257,40.2325133299817
"3IN5","PIPPENGER",-85.3713888796754,41.3169444397208
"8IN9","MARCIDALE",-86.6022222200331,39.6855555500356
"34II","BURK PERSONAL USE",-85.6027533300197,40.050599159981
"AID","ANDERSON MUNI-DARLINGTON FLD",-85.613000000139,40.1086111099465
"ANQ","TRI-STATE STEUBEN COUNTY",-85.0834933299238,41.6396983299625
"52IN","STREBIG",-85.0465416598192,41.6955055497744
"II16","PIGEON",-84.94944443971,41.6369947197146
"II27","WARD",-85.9408158304123,40.1667044403308
"9II4","CRUZAN FLD",-85.9447222200023,40.1724999998407
"1IN3","CONFER'S PLACE",-85.2424730501317,41.0978255498527
"3II9","DICK'S STRIP",-85.2421952703845,41.097269999665
"2IN4","SCOTT FLD",-86.1897236101959,41.2567100000672
"4IN7","RILEY FLD",-87.2291763796564,40.3008702699075
"GWB","DE KALB COUNTY",-85.0643611098172,41.3071666599134
"50II","WAY WEST",-86.7563955501273,39.7736572198851
"II93","BRONSON",-86.2292111102615,39.4841555498739
"IN01","KEPHART FLD",-86.1486111098837,39.4861111101888
"HLB","BATESVILLE",-85.258416659713,39.3431111097761
"BFR","VIRGIL I GRISSOM MUNI",-86.4453611099474,38.8400277697618
"05IN","COOPER",-86.5041641600993,39.64199083028
"1I3","SHAWNEE FLD",-87.0027499998699,39.042722220205
"BMG","MONROE COUNTY",-86.6166804697837,39.1460208302848
"C40","MILLER",-85.2499708296674,40.7167133301179
"II01","GRANDLIENARD-HOGG",-85.2505263801784,40.7561580496649
"07IN","GRAY",-85.9138705499531,39.5736588802043
"58II","EAGLES NEST",-85.8999805501967,39.520880550336
"I91","BOONVILLE",-87.3160708303143,38.0420972196585
"II95","RUST'S LANDING",-86.0633325002498,41.3644902698573
"IN11","ARROWHEAD FARM",-86.0711097196193,41.2928225003219
"4IN5","BALL FLD",-86.1483333301366,41.3441666600511
"0I2","BRAZIL CLAY COUNTY",-87.0997091596997,39.4767355497431
"3IN3","TURNER FARMS",-87.1713888803231,39.3717499999048
"3II8","BIRKEY PRIVATE",-86.2611163801715,41.4422686099236
"38IN","FULLER FLD",-86.363050829558,39.9019863799391
"36II","NEWBY LANDING",-86.3486049999145,39.8411541600811
"54II","CALDWELL FLD",-86.1552711098057,40.6244838797262
"8IN7","BRUSH CREEK",-85.5152777699843,39.0452777701934
"0IN5","BYRNE FLD",-86.0335816598857,38.3289541596552
"II06","FERRELL",-85.4708069404402,39.9700458297831
"II30","RIDGWAY FLYING SERVICE",-87.4016850002327,38.9067113799499
"IN81","SMALL FLD",-85.5574999995912,39.7519444400688
"II32","RACEWAY",-87.3813986102761,38.0492111103448
"66IN","OAKES FLD",-85.6369444404253,39.7874999997547
"IN70","BODIN",-87.0269763800014,41.6336491599847
"IN62","TROPRIA",-85.2974758295764,41.2447700001091
"19IN","RESLER",-85.3608333301339,41.2844444402612
"18II","MC GILL",-86.0683202701007,40.1200369400321
"II07","CLOVER KNOLL",-86.8322311099187,39.5322675000961
"IN88","SANDERS GYROPORT",-86.7638958296745,39.5133794400488
"29IN","HOMESTEAD",-85.386086940081,41.0758800001351
"09IN","GORDON",-85.4249772203827,41.1208800002662
"3IG3","TERRY'S",-85.4216444401359,41.1701833302188
"BAK","COLUMBUS MUNI",-85.8963388797479,39.2619149998796
"91IN","STRIETELMEIER FLYING FLD",-85.9747222197885,39.20805555021
"CEV","METTEL FLD",-85.1311388802421,39.6981944403125
"IN12","DUNGAN",-85.2692777703,39.7194013801754
"1I8","CONVERSE",-85.8995972202003,40.5732027702375
"75IN","FULTON FLD",-87.4893472203027,40.1588305502876
"CFJ","CRAWFORDSVILLE RGNL",-86.9210749999646,39.9746249998345
"50IN","ROPKEY FLD",-86.7954222198421,40.0580861098181
"41IG","PARKER FLD",-86.9988055495596,39.9721111102317
"IN16","CROWN POINT AIRFIELD",-87.400100000169,41.4193900000561
"1II5","VAN DE MARK",-86.5030650003823,41.2472641597817
"IN54","I & C FLD",-86.4627866603715,41.2836536100135
"11IN","JR'S",-86.5380555503052,39.8189338799457
"II82","MEADORS FLD",-86.5777788796925,39.7942119400268
"12IN","J & S FLD",-87.6466749997885,38.1143555500474
"II85","BLOMENBERG",-85.0491352703176,40.8961586097917
"13IN","GAGE",-84.9277438796123,40.8153249998665
"0IN1","SNIDER FLD",-87.5958572197243,38.5000472200507
"9IN4","BANDMILL FLD",-87.5919444404176,38.5341666602329
"4II0","DE FORD",-86.7383419398774,40.609481660067
"1I9","DELPHI MUNI",-86.6814663796778,40.5408108298063
"72IN","RIVER VIEW FLD",-87.3180000001162,41.1784611100285
"II08","RHEUDE",-87.4397444404063,40.6608705499741
"IN63","HORIZON FLD",-85.3385822204464,40.3667094398992
"1IN4","ROBINSON AIRPARK",-85.9877777699859,38.1430555499807
"3C1","MISHAWAKA PILOTS CLUB",-86.0347238803459,41.6569930501826
"EKM","ELKHART MUNI",-86.0032189697951,41.719406159719
"II09","PATRUM FLD",-86.6180572197033,39.5736577702438
"78I","PAM'S PLACE",-86.6885017999301,39.5016472200079
"EVV","EVANSVILLE RGNL",-87.5285000000086,38.0408055503238
"3EV","SKYLANE",-87.594861110245,38.0119444401149
"IN36","PLUGGER",-87.7241111103795,38.0355555497174
"IN57","SHURE",-87.4208533299187,39.2614286102097
"17IN","PRUSS",-85.1096769396333,38.9783905499959
"4II3","OLEO",-86.7297222202474,39.7363888796816
"5I2","FLORA MUNI",-86.5483330497067,40.539758330233
"SMD","SMITH FLD",-85.1527777700971,41.1433611098962
"22IN","SPANGLER FARM",-84.8776944402886,41.0126388797352
"FWA","FORT WAYNE INTL",-85.1951666596472,40.9784722200954
"26IN","HAVEN CENTER",-84.9035597202992,41.1129999999315
"IN27","CULP",-86.913149999646,40.9997999997429
"IN32","HALLMARK",-86.9061111101001,40.9552777700535
"IN21","GUTWEIN",-86.9184722203621,40.9644444402399
"FKR","FRANKFORT CLINTON COUNTY RGNL",-86.5621702698469,40.273430830139
"3FK","FRANKLIN FLYING FLD",-86.0583219401401,39.4264388803364
"20IN","CANARY'S",-86.0513741604253,39.5139383301089
"63II","WOODS FLD",-86.0302624998953,39.5050499998041
"2II3","STOTTLEMYER",-85.8163888796484,40.2266666598587
"40IN","CHERRY HILL",-86.1541541598528,39.0742172203338
"3II0","MURPHY",-84.8658833298476,41.6915277698375
"FRH","FRENCH LICK MUNI",-86.6369444395874,38.5062222197843
"5I6","GALVESTON",-86.2569402696208,40.5842050001377
"GYY","GARY/CHICAGO INTL",-87.414527770082,41.6172500002548
"GSH","GOSHEN MUNI",-85.7942701600742,41.5261334098641
"IN34","COUNTRYVIEW",-85.9718091602902,41.5299783600039
"3II1","SHENANDOAH FLYING FLD",-86.6358350004485,39.4167130496584
"IN82","FOOS FLD",-86.0878750002247,41.7501250001676
"II43","C V",-86.1922277700516,41.7500480498514
"II12","DAGUE STRIP",-86.371946379591,40.9644855499049
"GPC","PUTNAM COUNTY RGNL",-86.8138055504288,39.6335277697751
"38II","HAMPTON FLD",-86.8230555496218,39.728611110154
"GFD","POPE FLD",-85.7360886102499,39.7903208298806
"0II7","FROST FLD",-85.7860894399369,39.7955983301412
"4II8","WILLIS",-85.7166438797308,39.722266110083
"6II2","WILLIS SITE NR 2",-85.7233105496438,39.7333769400551
"79II","HARTER FLYING FLD",-85.7024766598777,39.8833761098242
"IN09","SCHLETER FLD",-85.8548111098393,39.8050527702959
"I34","GREENSBURG MUNI",-85.5225269398669,39.3269111099834
"62IN","FOWLER FLD /PVT/",-85.9783197200748,40.4308713799503
"8IN2","ROBINSON FLD",-86.031388880362,39.6233333299515
"05C","GRIFFITH-MERRILLVILLE",-87.3995079699726,41.5198410003151
"I61","HAGERSTOWN",-85.1633333304184,39.8891666597231
"0II9","WINTERS",-86.577221940386,39.5342136098109
"IN83","LAUTZENHISER AIRPARK",-84.9302402699391,41.5022725002004
"7IN2","FLYING CROWN",-84.8783333302036,41.501388879873
"64I","LEE BOTTOM",-85.4434194400279,38.6314416600065
"IN18","HOOK FLD",-84.8049602699982,41.2744944400019
"II67","HICKORY HILLS",-85.3734611097795,40.4277944399634
"24IN","WILLIAMS FLYING FLD",-85.6930555495894,39.2363888799987
"8II5","HOLT FLD",-84.9999677699904,40.8994919397872
"3HO","HOBART SKY RANCH",-87.2639222204111,41.5559000000442
"9II8","FRANCIS",-85.3711111098097,39.0861111101114
"1II0","WEBSTER",-85.5877516597094,39.5767136097107
"25IN","REID-EASH",-85.4194244398625,41.7028283300778
"HNB","HUNTINGBURG",-86.9528194399977,38.2490169398908
"HHG","HUNTINGTON MUNI",-85.4570555498339,40.8529166601361
"IN85","BOWLIN",-85.4835861095674,40.8372675002067
"HFY","INDY SOUTH GREENWOOD",-86.0880277704169,39.6276111097031
"EYE","EAGLE CREEK AIRPARK",-86.2943857499252,39.8307174102528
"UMP","INDIANAPOLIS METRO",-86.0450677203311,39.9353984702706
"MQJ","INDIANAPOLIS RGNL",-85.8977355498089,39.8431377697438
"7L8","POST-AIR",-86.0138711097892,39.7500427701045
"TYQ","INDIANAPOLIS EXEC",-86.251404719686,40.0286108299681
"2R2","HENDRICKS COUNTY-GORDON GRAHAM FLD",-86.4751666604072,39.7467777700606
"IND","INDIANAPOLIS INTL",-86.2946388799009,39.7173055501089
"57II","REIMER AERODROME",-86.5675024995918,39.9642097201587
"IN08","SHAKAMAK",-87.1902913796519,39.1694866596787
"10IN","FENCE FLD",-87.0998349400092,39.1592384103204
"JVY","CLARK RGNL",-85.7381447200863,38.3666183298674
"C62","KENDALLVILLE MUNI",-85.2607974997448,41.4727155503126
"50I","KENTLAND MUNI",-87.4291253000242,40.7587423301841
"IN10","PLUMMER",-86.4200033295634,40.9758744403098
"IG05","WHEELER",-86.606955830439,41.1897633302534
"IN87","SINGLETON'S LANDING STRIP",-86.6264036098401,41.3514311099278
"OXI","STARKE COUNTY",-86.6646094403707,41.3297008297243
"53IN","HARTMAN FARMS FLD",-86.2149947202231,40.5214269397623
"8I3","GLENNDALE",-86.2033272198532,40.4333708298594
"2II0","INDIAN HILLS FLYING FLD",-86.152500000292,40.4174500003051
"OKK","KOKOMO MUNI",-86.0597500000321,40.5276666597199
"IN04","SOJOURNER FLD",-87.0798833297011,41.3752611098555
"28II","CEDAR FARM",-86.0562161103494,37.9746547199714
"II18","LOU ABBETT FARMS",-86.9286344398614,41.3355955502055
"LAF","PURDUE UNIVERSITY",-86.9368888802425,40.4123055498327
"31IN","TIMBER HOUSE",-86.8563958296891,40.2850363801865
"6IN3","WYANDOTTE",-86.7638888803075,40.349166660114
"78II","FOX STATION",-85.6880347199394,40.6361525000656
"5IN0","YODER FLD",-85.3738888803313,41.6858333298221
"C98","LAKE VILLAGE",-87.4625327695832,41.150034440209
"IN39","BLACKHAWK",-87.3941666600567,41.1416666601539
"II49","FOERTSCH",-86.9111041602483,38.0369977697927
"IN14","GREENRIDGE",-86.0194127700646,38.2389569398389
"76II","RIES",-85.2710863799026,41.2764372200071
"II38","SHERK FLD",-86.3163955496696,41.4264344398649
"PPO","LA PORTE MUNI",-86.7345277704362,41.5724669398993
"6I4","BOONE COUNTY",-86.4405552696028,40.0072636102666
"49II","REINOEHL FLD",-87.0152905504065,39.6097655499005
"II28","STETTLER STRIP",-85.0636111099798,41.2105555500212
"1IN1","SHEARER",-86.6530583302207,39.4883800000711
"8II2","NORRIS FLD",-84.8661111102643,39.6530555500463
"II21","ZOLLINGER STRIP",-85.694710269699,41.4753266598169
"63IN","LITTLE YORK",-85.9191666602371,38.6958333298988
"7IN6","MYERS FARM",-86.2536111095846,38.5819444401624
"II52","HAFFNER",-86.5277783302798,39.8775441601839
"6II7","BERGS",-86.5813908302784,39.8861552700928
